"","Sample_ID","AOI","Region","WellC","WellR","Plate","Area","Nuclei"
"726","DSP-1001660018727-B-E11","Epi","SunProtected","11","E","Skin2",35598.1,252
"727","DSP-1001660018727-B-E12","Epi","SunProtected","12","E","Skin2",42547.15,320
"728","DSP-1001660018727-B-F01","Epi","SunProtected","01","F","Skin2",36503.6,272
"729","DSP-1001660018727-B-F02","cSCC","cSCC_Stroma","02","F","Skin2",29032.28,369
"730","DSP-1001660018727-B-F03","cSCC","cSCC_Stroma","03","F","Skin2",43914.27,367
"731","DSP-1001660018727-B-F04","cSCC","cSCC","04","F","Skin2",128309.77,274
"732","DSP-1001660018727-B-F05","cSCC","cSCC","05","F","Skin2",52485.66,231
"733","DSP-1001660018727-B-F06","cSCC","cSCC","06","F","Skin2",56702.56,315
"734","DSP-1001660018727-B-F07","cSCC","cSCC","07","F","Skin2",65407.71,240
"735","DSP-1001660018727-B-F08","cSCC","cSCC_Stroma","08","F","Skin2",27216.33,358
"736","DSP-1001660018727-B-F09","cSCC","cSCC","09","F","Skin2",101790.81,301
"737","DSP-1001660018727-B-F10","cSCC","cSCC","10","F","Skin2",61346.92,233
"738","DSP-1001660018727-B-F11","cSCC","cSCC_Stroma","11","F","Skin2",62174.69,328
"739","DSP-1001660018727-B-F12","cSCC","cSCC_Stroma","12","F","Skin2",61729.52,320
"740","DSP-1001660018727-B-G01","cSCC","cSCC","01","G","Skin2",165813.05,268
"741","DSP-1001660018727-B-G02","cSCC","cSCC","02","G","Skin2",166984.48,254
"742","DSP-1001660018727-B-G03","cSCC","cSCC","03","G","Skin2",148678.56,200
"743","DSP-1001660018727-B-G04","cSCC","cSCC","04","G","Skin2",40019.47,276
"744","DSP-1001660018727-B-G05","cSCC","cSCC","05","G","Skin2",44376.52,241
"745","DSP-1001660018727-B-G06","cSCC","cSCC","06","G","Skin2",45405.08,203
"746","DSP-1001660018727-B-G07","cSCC","cSCC_Stroma","07","G","Skin2",79108.7,337
"747","DSP-1001660018728-B-A02","Derm","AKCenter","02","A","Skin4",57173.59,384
"748","DSP-1001660018728-B-A03","Derm","AKCenter","03","A","Skin4",60784.75,389
"749","DSP-1001660018728-B-A04","Derm","AKCenter","04","A","Skin4",79939.82,391
"750","DSP-1001660018728-B-A05","Epi","AKCenter","05","A","Skin4",35840.24,293
"751","DSP-1001660018728-B-A06","Epi","AKCenter","06","A","Skin4",62050.51,232
"752","DSP-1001660018728-B-A07","Epi","AKCenter","07","A","Skin4",42922.57,167
"753","DSP-1001660018728-B-A08","Derm","AKEdge","08","A","Skin4",38275.66,352
"754","DSP-1001660018728-B-A09","Derm","AKEdge","09","A","Skin4",45964.54,392
"755","DSP-1001660018728-B-A10","Derm","AKEdge","10","A","Skin4",38112.85,393
"756","DSP-1001660018728-B-A11","Epi","AKEdge","11","A","Skin4",45735.49,310
"757","DSP-1001660018728-B-A12","Epi","AKEdge","12","A","Skin4",23354.73,136
"758","DSP-1001660018728-B-B03","Derm","SunDamaged","03","B","Skin4",49283.28,355
"759","DSP-1001660018728-B-B04","Derm","SunDamaged","04","B","Skin4",56048.45,359
"760","DSP-1001660018728-B-B05","Epi","SunDamaged","05","B","Skin4",35234.01,260
"761","DSP-1001660018728-B-B06","Epi","SunDamaged","06","B","Skin4",33346.07,251
"762","DSP-1001660018728-B-B07","Epi","SunDamaged","07","B","Skin4",39877.09,290
"763","DSP-1001660018728-B-B08","Derm","SunProtected","08","B","Skin4",81247.71,227
"764","DSP-1001660018728-B-B09","Derm","SunProtected","09","B","Skin4",126053.28,232
"765","DSP-1001660018728-B-B10","Derm","SunProtected","10","B","Skin4",203572.99,291
"766","DSP-1001660018728-B-B11","Epi","SunProtected","11","B","Skin4",27784.08,227
"767","DSP-1001660018728-B-B12","Epi","SunProtected","12","B","Skin4",44480.27,355
"768","DSP-1001660018728-B-C04","cSCC","cSCC_Stroma","04","C","Skin4",49117.6,363
"769","DSP-1001660018728-B-C05","cSCC","cSCC","05","C","Skin4",123927.19,120
"770","DSP-1001660018728-B-C06","cSCC","cSCC","06","C","Skin4",172847.34,212
"771","DSP-1001660018728-B-C07","cSCC","cSCC","07","C","Skin4",83898.62,220
"772","DSP-1001660018728-B-C08","cSCC","cSCC","08","C","Skin4",170536.1,140
"773","DSP-1001660018728-B-C09","cSCC","cSCC","09","C","Skin4",119907.57,260
"774","DSP-1001660018728-B-C10","cSCC","cSCC","10","C","Skin4",83206.52,207
"775","DSP-1001660018728-B-C11","cSCC","cSCC_Stroma","11","C","Skin4",58163.69,260
"776","DSP-1001660018728-B-C12","cSCC","cSCC_Stroma","12","C","Skin4",58359.38,331
"777","DSP-1001660018728-B-E01","Epi","SunDamaged","01","E","Skin4",39341.58,262
"778","DSP-1001660018728-B-E02","Derm","SunProtected","02","E","Skin4",59266.32,258
"779","DSP-1001660018728-B-E03","Derm","SunProtected","03","E","Skin4",77779.57,266
"780","DSP-1001660018728-B-E04","Derm","SunProtected","04","E","Skin4",53736.41,330
"781","DSP-1001660018728-B-E05","Epi","SunProtected","05","E","Skin4",24969.73,249
"782","DSP-1001660018728-B-E07","Epi","SunProtected","07","E","Skin4",30471.7,318
"783","DSP-1001660018728-B-E08","cSCC","cSCC_Stroma","08","E","Skin4",101584.74,342
"784","DSP-1001660018728-B-E09","cSCC","cSCC_Stroma","09","E","Skin4",70647.92,248
"785","DSP-1001660018728-B-E10","cSCC","cSCC_Stroma","10","E","Skin4",46794.54,280
"786","DSP-1001660018728-B-E11","cSCC","cSCC","11","E","Skin4",49108.02,216
"787","DSP-1001660018728-B-E12","cSCC","cSCC","12","E","Skin4",53631.23,227
"788","DSP-1001660018728-B-F01","cSCC","cSCC","01","F","Skin4",48892.38,258
"789","DSP-1001660018728-B-F02","cSCC","cSCC","02","F","Skin4",53941.2,309
"790","DSP-1001660018728-B-F03","cSCC","cSCC_Stroma","03","F","Skin4",50743.93,388
"791","DSP-1001660018728-B-F04","cSCC","cSCC_Stroma","04","F","Skin4",54035.21,386
"792","DSP-1001660018728-B-F05","cSCC","cSCC_Stroma","05","F","Skin4",34828.75,370
"793","DSP-1001660018728-B-F06","cSCC","cSCC","06","F","Skin4",121010.2,225
"794","DSP-1001660018728-B-F07","cSCC","cSCC","07","F","Skin4",157241.66,315
"795","DSP-1001660018728-B-F08","cSCC","cSCC","08","F","Skin4",111908.24,220
"796","DSP-1001660018728-B-F09","cSCC","cSCC","09","F","Skin4",70025.41,427
"797","DSP-1001660018728-B-F10","cSCC","cSCC","10","F","Skin4",68165.72,376
"798","DSP-1001660018728-B-F11","cSCC","cSCC","11","F","Skin4",77146.37,376
"799","DSP-1001660018729-A-A02","cSCC","cSCC_Stroma","02","A","Skin7",104167.81,281
"800","DSP-1001660018729-A-A03","cSCC","cSCC_Stroma","03","A","Skin7",65237.56,278
"801","DSP-1001660018729-A-A04","cSCC","cSCC_Stroma","04","A","Skin7",83204.13,277
"802","DSP-1001660018729-A-A05","cSCC","cSCC","05","A","Skin7",126935.16,203
"803","DSP-1001660018729-A-A06","cSCC","cSCC","06","A","Skin7",159960.88,250
"804","DSP-1001660018729-A-A07","cSCC","cSCC","07","A","Skin7",132236.81,185
"805","DSP-1001660018729-A-A08","cSCC","cSCC","08","A","Skin7",116773.03,276
"806","DSP-1001660018729-A-A09","cSCC","cSCC","09","A","Skin7",179514.51,317
"807","DSP-1001660018729-A-A10","cSCC","cSCC","10","A","Skin7",108207.86,328
"808","DSP-1001660018729-A-A11","Derm","AKCenter","11","A","Skin7",61288.02,250
"809","DSP-1001660018729-A-A12","Derm","AKCenter","12","A","Skin7",52900.18,226
"810","DSP-1001660018729-A-B01","Derm","AKCenter","01","B","Skin7",86294.62,266
"811","DSP-1001660018729-A-B02","Epi","AKCenter","02","B","Skin7",47383.53,235
"812","DSP-1001660018729-A-B03","Epi","AKCenter","03","B","Skin7",38127.38,244
"813","DSP-1001660018729-A-B04","Epi","AKCenter","04","B","Skin7",42274.69,286
"814","DSP-1001660018729-A-B05","Derm","AKEdge","05","B","Skin7",31629.08,259
"815","DSP-1001660018729-A-B06","Derm","AKEdge","06","B","Skin7",42354.66,267
"816","DSP-1001660018729-A-B07","Derm","AKEdge","07","B","Skin7",43670.05,290
"817","DSP-1001660018729-A-B08","Epi","AKEdge","08","B","Skin7",31442.49,222
"818","DSP-1001660018729-A-B09","Epi","AKEdge","09","B","Skin7",19895.21,144
"819","DSP-1001660018729-A-B10","Epi","AKEdge","10","B","Skin7",21107.97,135
"820","DSP-1001660018729-A-B11","cSCC","cSCC","11","B","Skin7",202322.24,150
"821","DSP-1001660018729-A-B12","cSCC","cSCC_Stroma","12","B","Skin7",66807.71,316
"822","DSP-1001660018729-A-C01","cSCC","cSCC_Stroma","01","C","Skin7",61660.88,321
"823","DSP-1001660018729-A-C02","cSCC","cSCC_Stroma","02","C","Skin7",57918.04,310
"824","DSP-1001660018729-A-C03","cSCC","cSCC","03","C","Skin7",303547.05,137
"825","DSP-1001660018729-A-C04","cSCC","cSCC","04","C","Skin7",200148.43,147
"826","DSP-1001660018729-A-C05","cSCC","cSCC","05","C","Skin7",100565.91,213
"827","DSP-1001660018729-A-C06","cSCC","cSCC","06","C","Skin7",70824.13,221
"828","DSP-1001660018729-A-C07","cSCC","cSCC","07","C","Skin7",53829.79,215
"829","DSP-1001660018729-A-C08","Derm","AKCenter","08","C","Skin7",62459.76,273
"830","DSP-1001660018729-A-C09","Derm","AKCenter","09","C","Skin7",92624.52,248
"831","DSP-1001660018729-A-C10","Derm","AKCenter","10","C","Skin7",119036.71,238
"832","DSP-1001660018729-A-C11","Epi","AKCenter","11","C","Skin7",25243.47,223
"833","DSP-1001660018729-A-C12","Epi","AKCenter","12","C","Skin7",35987.56,238
"834","DSP-1001660018729-A-D01","Epi","AKCenter","01","D","Skin7",38875.18,275
"835","DSP-1001660018729-A-D02","Derm","AKEdge","02","D","Skin7",92507.05,208
"836","DSP-1001660018729-A-D03","Derm","AKEdge","03","D","Skin7",147371.79,226
"837","DSP-1001660018729-A-D04","Derm","AKEdge","04","D","Skin7",131764.67,285
"838","DSP-1001660018729-A-D05","Epi","AKEdge","05","D","Skin7",26486.88,182
"839","DSP-1001660018729-A-D06","Epi","AKEdge","06","D","Skin7",32014.87,217
"840","DSP-1001660018729-A-D07","Epi","AKEdge","07","D","Skin7",38641.5,256
"841","DSP-1001660018729-A-D08","Derm","AKCenter","08","D","Skin7",95619.72,302
"842","DSP-1001660018729-A-D09","Derm","AKCenter","09","D","Skin7",100916.11,287
"843","DSP-1001660018729-A-D10","Derm","AKCenter","10","D","Skin7",118173.82,304
"844","DSP-1001660018729-A-D11","Epi","AKCenter","11","D","Skin7",68267.72,363
"845","DSP-1001660018729-A-D12","Epi","AKCenter","12","D","Skin7",43412.59,235
"846","DSP-1001660018729-A-E01","Epi","AKCenter","01","E","Skin7",42755.29,216
"847","DSP-1001660018729-A-E02","Derm","AKEdge","02","E","Skin7",123745.39,134
"848","DSP-1001660018729-A-E03","Derm","AKEdge","03","E","Skin7",85574.11,199
"849","DSP-1001660018729-A-E04","Derm","AKEdge","04","E","Skin7",50529.56,272
"850","DSP-1001660018729-A-E05","Epi","AKEdge","05","E","Skin7",34158.2,259
"851","DSP-1001660018729-A-E06","Epi","AKEdge","06","E","Skin7",38849,266
"852","DSP-1001660018729-A-E07","Epi","AKEdge","07","E","Skin7",59349.16,315
"853","DSP-1001660018729-A-E08","Derm","SunDamaged","08","E","Skin7",69895.49,271
"854","DSP-1001660018729-A-E09","Derm","SunDamaged","09","E","Skin7",91373.61,303
"855","DSP-1001660018729-A-E10","Derm","SunDamaged","10","E","Skin7",82854.41,281
"856","DSP-1001660018729-A-E11","Epi","SunDamaged","11","E","Skin7",30645.53,263
"857","DSP-1001660018729-A-E12","Epi","SunDamaged","12","E","Skin7",39760.25,284
"858","DSP-1001660018729-A-F01","Epi","SunDamaged","01","F","Skin7",27924.39,233
"859","DSP-1001660018729-A-F02","Derm","SunProtected","02","F","Skin7",77280.77,279
"860","DSP-1001660018729-A-F03","Derm","SunProtected","03","F","Skin7",64610.59,286
"861","DSP-1001660018729-A-F04","Derm","SunProtected","04","F","Skin7",85617.37,253
"862","DSP-1001660018729-A-F05","Epi","SunProtected","05","F","Skin7",26758.87,246
"863","DSP-1001660018729-A-F06","Epi","SunProtected","06","F","Skin7",39922.74,332
"864","DSP-1001660018729-A-F07","Epi","SunProtected","07","F","Skin7",30392.37,240
"865","DSP-1001660018729-A-F08","Derm","AKCenter","08","F","Skin7",70940.97,316
"866","DSP-1001660018729-A-F09","Derm","AKCenter","09","F","Skin7",105357.91,306
"867","DSP-1001660018729-A-F10","Derm","AKCenter","10","F","Skin7",78831.28,317
"868","DSP-1001660018729-A-F11","Epi","AKCenter","11","F","Skin7",64348.34,268
"869","DSP-1001660018729-A-F12","Epi","AKCenter","12","F","Skin7",64068.53,328
"870","DSP-1001660018729-A-G01","Epi","AKCenter","01","G","Skin7",47278.98,307
"871","DSP-1001660018729-A-G02","Derm","AKEdge","02","G","Skin7",109984.23,304
"872","DSP-1001660018729-A-G03","Derm","AKEdge","03","G","Skin7",65693.27,247
"873","DSP-1001660018729-A-G04","Derm","AKEdge","04","G","Skin7",109653.5,312
"874","DSP-1001660018729-A-G05","Epi","AKEdge","05","G","Skin7",63756.01,315
"875","DSP-1001660018729-A-G06","Epi","AKEdge","06","G","Skin7",57960.02,237
"876","DSP-1001660018729-A-G07","Epi","AKEdge","07","G","Skin7",59756.34,301
"877","DSP-1001660018729-A-G08","Derm","SunDamaged","08","G","Skin7",152455.24,257
"878","DSP-1001660018729-A-G09","Derm","SunDamaged","09","G","Skin7",177069.67,291
"879","DSP-1001660018729-A-G10","Derm","SunDamaged","10","G","Skin7",165195.82,297
"880","DSP-1001660018729-A-G11","Epi","SunDamaged","11","G","Skin7",34274.24,240
"881","DSP-1001660018729-A-G12","Epi","SunDamaged","12","G","Skin7",43931.35,314
"882","DSP-1001660018729-A-H01","Epi","SunDamaged","01","H","Skin7",45649.93,323
"883","DSP-1001660018729-A-H02","Derm","SunProtected","02","H","Skin7",96873.67,328
"884","DSP-1001660018729-A-H03","Derm","SunProtected","03","H","Skin7",106959.66,349
"885","DSP-1001660018729-A-H04","Derm","SunProtected","04","H","Skin7",98232,331
"886","DSP-1001660018729-A-H05","Epi","SunProtected","05","H","Skin7",36910.78,291
"887","DSP-1001660018729-A-H06","Epi","SunProtected","06","H","Skin7",38850.76,302
"888","DSP-1001660018729-A-H07","Epi","SunProtected","07","H","Skin7",39526.26,320
"889","DSP-1001660036877-D-A02","Derm","AKCenter","02","A","Skin14",66783.93,239
"890","DSP-1001660036877-D-A03","Derm","AKCenter","03","A","Skin14",102873.16,270
"891","DSP-1001660036877-D-A04","Derm","AKCenter","04","A","Skin14",67880.17,222
"892","DSP-1001660036877-D-A05","Epi","AKCenter","05","A","Skin14",140828,233
"893","DSP-1001660036877-D-A06","Epi","AKCenter","06","A","Skin14",74703.77,234
"894","DSP-1001660036877-D-A07","Epi","AKCenter","07","A","Skin14",89308.81,242
"895","DSP-1001660036877-D-A08","Derm","AKEdge","08","A","Skin14",172266.34,233
"896","DSP-1001660036877-D-A09","Derm","AKEdge","09","A","Skin14",106823.03,220
"897","DSP-1001660036877-D-A10","Derm","AKEdge","10","A","Skin14",180960.16,227
"898","DSP-1001660036877-D-A11","Epi","AKEdge","11","A","Skin14",52877.04,209
"899","DSP-1001660036877-D-A12","Epi","AKEdge","12","A","Skin14",35002.89,209
"900","DSP-1001660036877-D-B01","Epi","AKEdge","01","B","Skin14",31375.77,223
"901","DSP-1001660036877-D-B02","Derm","SunProtected","02","B","Skin14",158962,206
"902","DSP-1001660036877-D-B03","Derm","SunProtected","03","B","Skin14",134919.16,242
"903","DSP-1001660036877-D-B04","Derm","SunProtected","04","B","Skin14",185027.82,221
"904","DSP-1001660036877-D-B05","Epi","SunProtected","05","B","Skin14",33119.1,272
"905","DSP-1001660036877-D-B06","Epi","SunProtected","06","B","Skin14",30259.41,233
"906","DSP-1001660036877-D-B07","Epi","SunProtected","07","B","Skin14",41207.01,308
"907","DSP-1001660036877-D-B08","Derm","SunDamaged","08","B","Skin14",70360.45,282
"908","DSP-1001660036877-D-B09","Derm","SunDamaged","09","B","Skin14",92102.9,216
"909","DSP-1001660036877-D-B10","Derm","SunDamaged","10","B","Skin14",64361.59,256
"910","DSP-1001660036877-D-B11","Epi","SunDamaged","11","B","Skin14",36722.76,234
"911","DSP-1001660036877-D-B12","Epi","SunDamaged","12","B","Skin14",27721.04,166
"912","DSP-1001660036877-D-C01","Epi","SunDamaged","01","C","Skin14",33320.85,187
"913","DSP-1001660036877-D-C02","Epi","AKCenter","02","C","Skin14",82209.08,410
"914","DSP-1001660036877-D-C03","Epi","AKCenter","03","C","Skin14",78535.19,324
"915","DSP-1001660036877-D-C04","Epi","AKCenter","04","C","Skin14",69346.41,352
"916","DSP-1001660036877-D-C05","Epi","AKEdge","05","C","Skin14",59174.86,116
"917","DSP-1001660036877-D-C06","Epi","AKEdge","06","C","Skin14",55066.97,133
"918","DSP-1001660036877-D-C07","Epi","AKEdge","07","C","Skin14",48256.15,129
"919","DSP-1001660036877-D-C08","Derm","AKCenter","08","C","Skin14",102285.14,190
"920","DSP-1001660036877-D-C09","Derm","AKCenter","09","C","Skin14",72161.24,286
"921","DSP-1001660036877-D-C10","Derm","AKCenter","10","C","Skin14",76830.49,269
"922","DSP-1001660036877-D-C11","Epi","AKCenter","11","C","Skin14",56115.49,220
"923","DSP-1001660036877-D-C12","Epi","AKCenter","12","C","Skin14",51080.08,108
"924","DSP-1001660036877-D-D01","Epi","AKCenter","01","D","Skin14",86593.42,103
"925","DSP-1001660036877-D-D02","Derm","AKEdge","02","D","Skin14",97730.65,185
"926","DSP-1001660036877-D-D03","Derm","AKEdge","03","D","Skin14",115591.71,208
"927","DSP-1001660036877-D-D04","Derm","AKEdge","04","D","Skin14",127666.52,197
"928","DSP-1001660036877-D-D05","Epi","AKEdge","05","D","Skin14",32724.21,196
"929","DSP-1001660036877-D-D06","Epi","AKEdge","06","D","Skin14",29918.63,202
"930","DSP-1001660036877-D-D07","Epi","AKEdge","07","D","Skin14",23418.9,204
"931","DSP-1001660036877-D-D08","Derm","AKCenter","08","D","Skin14",111366.35,222
"932","DSP-1001660036877-D-D09","Derm","AKCenter","09","D","Skin14",116190.11,219
"933","DSP-1001660036877-D-D10","Derm","AKCenter","10","D","Skin14",83854.25,238
"934","DSP-1001660036877-D-D11","Epi","AKCenter","11","D","Skin14",44809.71,225
"935","DSP-1001660036877-D-D12","Epi","AKCenter","12","D","Skin14",35660.83,222
"936","DSP-1001660036877-D-E01","Epi","AKCenter","01","E","Skin14",39560.41,223
"937","DSP-1001660036877-D-E02","Derm","AKEdge","02","E","Skin14",93301.46,252
"938","DSP-1001660036877-D-E03","Derm","AKEdge","03","E","Skin14",71695,245
"939","DSP-1001660036877-D-E04","Derm","AKEdge","04","E","Skin14",61323.29,287
"940","DSP-1001660036877-D-E05","Epi","AKEdge","05","E","Skin14",17599.77,111
"941","DSP-1001660036877-D-E06","Epi","AKEdge","06","E","Skin14",23597.19,121
"942","DSP-1001660036877-D-E07","Epi","AKEdge","07","E","Skin14",23694.56,139
"943","DSP-1001660036877-D-E08","cSCC","cSCC_Stroma","08","E","Skin14",34138.57,253
"944","DSP-1001660036877-D-E09","cSCC","cSCC_Stroma","09","E","Skin14",31834.67,269
"945","DSP-1001660036877-D-E10","cSCC","cSCC_Stroma","10","E","Skin14",30592.85,265
"946","DSP-1001660036877-D-E11","cSCC","cSCC","11","E","Skin14",110349.43,193
"947","DSP-1001660036877-D-E12","cSCC","cSCC","12","E","Skin14",99569.75,276
"948","DSP-1001660036877-D-F01","cSCC","cSCC","01","F","Skin14",75943.82,219
"949","DSP-1001660036877-D-F02","cSCC","cSCC","02","F","Skin14",50341.69,198
"950","DSP-1001660036877-D-F03","cSCC","cSCC","03","F","Skin14",40140.14,237
"951","DSP-1001660036877-D-F04","cSCC","cSCC","04","F","Skin14",37479.02,203
"952","DSP-1001660036877-D-F05","Derm","AKCenter","05","F","Skin14",61618.26,231
"953","DSP-1001660036877-D-F06","Derm","AKCenter","06","F","Skin14",49781.28,170
"954","DSP-1001660036877-D-F07","Derm","AKCenter","07","F","Skin14",58025.62,231
"955","DSP-1001660036877-D-F08","Epi","AKCenter","08","F","Skin14",37192.67,222
"956","DSP-1001660036877-D-F09","Epi","AKCenter","09","F","Skin14",34194.43,216
"957","DSP-1001660036877-D-F10","Epi","AKCenter","10","F","Skin14",42090.49,244
"958","DSP-1001660036877-D-F11","Derm","AKEdge","11","F","Skin14",80264.32,141
"959","DSP-1001660036877-D-F12","Derm","AKEdge","12","F","Skin14",96281.65,238
"960","DSP-1001660036877-D-G01","Derm","AKEdge","01","G","Skin14",100232.95,239
"961","DSP-1001660036877-D-G02","Epi","AKEdge","02","G","Skin14",16593.87,115
"962","DSP-1001660036877-D-G03","Epi","AKEdge","03","G","Skin14",22648.91,120
"963","DSP-1001660036877-D-G04","Epi","AKEdge","04","G","Skin14",16777.74,111
"964","DSP-1001660036877-D-G05","cSCC","cSCC_Stroma","05","G","Skin14",46054.72,250
"965","DSP-1001660036877-D-G06","cSCC","cSCC_Stroma","06","G","Skin14",40475.33,295
"966","DSP-1001660036877-D-G07","cSCC","cSCC_Stroma","07","G","Skin14",56468.88,320
"967","DSP-1001660036877-D-G08","cSCC","cSCC","08","G","Skin14",30878.88,271
"968","DSP-1001660036877-D-G09","cSCC","cSCC","09","G","Skin14",43558.96,264
"969","DSP-1001660036877-D-G10","cSCC","cSCC","10","G","Skin14",28449.37,253
